divisor-game	Divisor Game	1	false
the-earliest-moment-when-everyone-become-friends	The Earliest Moment When Everyone Become Friends	2	true
find-k-length-substrings-with-no-repeated-characters	Find K-Length Substrings With No Repeated Characters	2	true
two-sum-less-than-k	Two Sum Less Than K	1	true
sum-of-digits-in-the-minimum-number	Sum of Digits in the Minimum Number	1	true
video-stitching	Video Stitching	2	false
camelcase-matching	Camelcase Matching	2	false
sum-of-root-to-leaf-binary-numbers	Sum of Root To Leaf Binary Numbers	1	false
remove-outermost-parentheses	Remove Outermost Parentheses	1	false
confusing-number-ii	Confusing Number II	3	true
brace-expansion	Brace Expansion	2	true
index-pairs-of-a-string	Index Pairs of a String	1	true
high-five	High Five	1	true
number-of-enclaves	Number of Enclaves	2	false
next-greater-node-in-linked-list	Next Greater Node In Linked List	2	false
binary-prefix-divisible-by-5	Binary Prefix Divisible By 5	1	false
convert-to-base-2	Convert to Base -2	2	false
confusing-number	Confusing Number	1	true
digit-count-in-range	Digit Count in Range	3	true
campus-bikes-ii	Campus Bikes II	2	true
fixed-point	Fixed Point	1	true
binary-string-with-substrings-representing-1-to-n	Binary String With Substrings Representing 1 To N	2	false
smallest-integer-divisible-by-k	Smallest Integer Divisible by K	2	false
best-sightseeing-pair	Best Sightseeing Pair	2	false
partition-array-into-three-parts-with-equal-sum	Partition Array Into Three Parts With Equal Sum	1	false
number-of-valid-subarrays	Number of Valid Subarrays	3	true
longest-repeating-substring	Longest Repeating Substring	2	true
missing-element-in-sorted-array	Missing Element in Sorted Array	2	true
lexicographically-smallest-equivalent-string	Lexicographically Smallest Equivalent String	2	true
numbers-with-repeated-digits	Numbers With Repeated Digits	3	false
capacity-to-ship-packages-within-d-days	Capacity To Ship Packages Within D Days	2	false
pairs-of-songs-with-total-durations-divisible-by-60	Pairs of Songs With Total Durations Divisible by 60	1	false
complement-of-base-10-integer	Complement of Base 10 Integer	1	false
minimize-rounding-error-to-meet-target	Minimize Rounding Error to Meet Target	2	true
campus-bikes	Campus Bikes	2	true
shortest-way-to-form-string	Shortest Way to Form String	2	true
construct-binary-search-tree-from-preorder-traversal	Construct Binary Search Tree from Preorder Traversal	2	false
minimum-domino-rotations-for-equal-row	Minimum Domino Rotations For Equal Row	2	false
clumsy-factorial	Clumsy Factorial	2	false
maximize-sum-of-array-after-k-negations	Maximize Sum Of Array After K Negations	1	false
max-consecutive-ones-iii	Max Consecutive Ones III	2	false
check-if-word-is-valid-after-substitutions	Check If Word Is Valid After Substitutions	2	false
find-common-characters	Find Common Characters	1	false
grid-illumination	Grid Illumination	3	false
minimum-cost-to-merge-stones	Minimum Cost to Merge Stones	3	false
available-captures-for-rook	Available Captures for Rook	1	false
maximum-binary-tree-ii	Maximum Binary Tree II	2	false
find-the-town-judge	Find the Town Judge	1	false
number-of-squareful-arrays	Number of Squareful Arrays	3	false
minimum-number-of-k-consecutive-bit-flips	Minimum Number of K Consecutive Bit Flips	3	false
rotting-oranges	Rotting Oranges	2	false
cousins-in-binary-tree	Cousins in Binary Tree	1	false
subarrays-with-k-different-integers	Subarrays with K Different Integers	3	false
broken-calculator	Broken Calculator	2	false
satisfiability-of-equality-equations	Satisfiability of Equality Equations	2	false
add-to-array-form-of-integer	Add to Array-Form of Integer	1	false
smallest-string-starting-from-leaf	Smallest String Starting From Leaf	2	false
vertical-order-traversal-of-a-binary-tree	Vertical Order Traversal of a Binary Tree	2	false
interval-list-intersections	Interval List Intersections	2	false
sum-of-even-numbers-after-queries	Sum of Even Numbers After Queries	1	false
string-without-aaa-or-bbb	String Without AAA or BBB	2	false
minimum-cost-for-tickets	Minimum Cost For Tickets	2	false
triples-with-bitwise-and-equal-to-zero	Triples with Bitwise AND Equal To Zero	3	false
time-based-key-value-store	Time Based Key-Value Store	2	false
unique-paths-iii	Unique Paths III	3	false
distribute-coins-in-binary-tree	Distribute Coins in Binary Tree	2	false
longest-turbulent-subarray	Longest Turbulent Subarray	2	false
squares-of-a-sorted-array	Squares of a Sorted Array	1	false
largest-perimeter-triangle	Largest Perimeter Triangle	1	false
odd-even-jump	Odd Even Jump	3	false
subarray-sums-divisible-by-k	Subarray Sums Divisible by K	2	false
k-closest-points-to-origin	K Closest Points to Origin	2	false
fibonacci-number	Fibonacci Number	1	false
equal-rational-numbers	Equal Rational Numbers	3	false
flip-binary-tree-to-match-preorder-traversal	Flip Binary Tree To Match Preorder Traversal	2	false
powerful-integers	Powerful Integers	1	false
pancake-sorting	Pancake Sorting	2	false
binary-tree-cameras	Binary Tree Cameras	3	false
numbers-with-same-consecutive-differences	Numbers With Same Consecutive Differences	2	false
vowel-spellchecker	Vowel Spellchecker	2	false
univalued-binary-tree	Univalued Binary Tree	1	false
least-operators-to-express-number	Least Operators to Express Number	3	false
minimum-area-rectangle-ii	Minimum Area Rectangle II	2	false
maximum-width-ramp	Maximum Width Ramp	2	false
n-repeated-element-in-size-2n-array	N-Repeated Element in Size 2N Array	1	false
delete-columns-to-make-sorted-iii	Delete Columns to Make Sorted III	3	false
regions-cut-by-slashes	Regions Cut By Slashes	2	false
check-completeness-of-a-binary-tree	Check Completeness of a Binary Tree	2	false
prison-cells-after-n-days	Prison Cells After N Days	2	false
tallest-billboard	Tallest Billboard	3	false
delete-columns-to-make-sorted-ii	Delete Columns to Make Sorted II	2	false
array-of-doubled-pairs	Array of Doubled Pairs	2	false
verifying-an-alien-dictionary	Verifying an Alien Dictionary	1	false
largest-component-size-by-common-factor	Largest Component Size by Common Factor	3	false
flip-equivalent-binary-trees	Flip Equivalent Binary Trees	2	false
reveal-cards-in-increasing-order	Reveal Cards In Increasing Order	2	false
largest-time-for-given-digits	Largest Time for Given Digits	1	false
bag-of-tokens	Bag of Tokens	2	false
most-stones-removed-with-same-row-or-column	Most Stones Removed with Same Row or Column	2	false
validate-stack-sequences	Validate Stack Sequences	2	false
minimum-increment-to-make-array-unique	Minimum Increment to Make Array Unique	2	false
delete-columns-to-make-sorted	Delete Columns to Make Sorted	1	false
find-the-shortest-superstring	Find the Shortest Superstring	3	false
di-string-match	DI String Match	1	false
valid-mountain-array	Valid Mountain Array	1	false
distinct-subsequences-ii	Distinct Subsequences II	3	false
minimum-area-rectangle	Minimum Area Rectangle	2	false
range-sum-of-bst	Range Sum of BST	1	false
reorder-data-in-log-files	Reorder Data in Log Files	1	false
stamping-the-sequence	Stamping The Sequence	3	false
knight-dialer	Knight Dialer	2	false
shortest-bridge	Shortest Bridge	2	false
number-of-recent-calls	Number of Recent Calls	1	false
beautiful-array	Beautiful Array	2	false
minimum-falling-path-sum	Minimum Falling Path Sum	2	false
binary-subarrays-with-sum	Binary Subarrays With Sum	2	false
unique-email-addresses	Unique Email Addresses	1	false
minimize-malware-spread-ii	Minimize Malware Spread II	3	false
three-equal-parts	Three Equal Parts	3	false
flip-string-to-monotone-increasing	Flip String to Monotone Increasing	2	false
long-pressed-name	Long Pressed Name	1	false
minimize-malware-spread	Minimize Malware Spread	3	false
3sum-with-multiplicity	3Sum With Multiplicity	2	false
sort-array-by-parity-ii	Sort Array By Parity II	1	false
minimum-add-to-make-parentheses-valid	Minimum Add to Make Parentheses Valid	2	false
number-of-music-playlists	Number of Music Playlists	3	false
complete-binary-tree-inserter	Complete Binary Tree Inserter	2	false
maximum-sum-circular-subarray	Maximum Sum Circular Subarray	2	false
reverse-only-letters	Reverse Only Letters	1	false
word-subsets	Word Subsets	2	false
partition-array-into-disjoint-intervals	Partition Array into Disjoint Intervals	2	false
x-of-a-kind-in-a-deck-of-cards	X of a Kind in a Deck of Cards	1	false
cat-and-mouse	Cat and Mouse	3	false
sort-an-array	Sort an Array	2	false
online-election	Online Election	2	false
smallest-range-ii	Smallest Range II	2	false
snakes-and-ladders	Snakes and Ladders	2	false
smallest-range-i	Smallest Range I	1	false
sum-of-subarray-minimums	Sum of Subarray Minimums	2	false
super-palindromes	Super Palindromes	3	false
sort-array-by-parity	Sort Array By Parity	1	false
fruit-into-baskets	Fruit Into Baskets	2	false
valid-permutations-for-di-sequence	Valid Permutations for DI Sequence	3	false
numbers-at-most-n-given-digit-set	Numbers At Most N Given Digit Set	3	false
online-stock-span	Online Stock Span	2	false
rle-iterator	RLE Iterator	2	false
orderly-queue	Orderly Queue	3	false
bitwise-ors-of-subarrays	Bitwise ORs of Subarrays	2	false
increasing-order-search-tree	Increasing Order Search Tree	1	false
monotonic-array	Monotonic Array	1	false
maximum-frequency-stack	Maximum Frequency Stack	3	false
all-possible-full-binary-trees	All Possible Full Binary Trees	2	false
groups-of-special-equivalent-strings	Groups of Special-Equivalent Strings	1	false
surface-area-of-3d-shapes	Surface Area of 3D Shapes	1	false
sum-of-subsequence-widths	Sum of Subsequence Widths	3	false
find-and-replace-pattern	Find and Replace Pattern	2	false
construct-binary-tree-from-preorder-and-postorder-traversal	Construct Binary Tree from Preorder and Postorder Traversal	2	false
fair-candy-swap	Fair Candy Swap	1	false
super-egg-drop	Super Egg Drop	3	false
possible-bipartition	Possible Bipartition	2	false
spiral-matrix-iii	Spiral Matrix III	2	false
uncommon-words-from-two-sentences	Uncommon Words from Two Sentences	1	false
projection-area-of-3d-shapes	Projection Area of 3D Shapes	1	false
reachable-nodes-in-subdivided-graph	Reachable Nodes In Subdivided Graph	3	false
boats-to-save-people	Boats to Save People	2	false
decoded-string-at-index	Decoded String at Index	2	false
generate-random-point-in-a-circle	Generate Random Point in a Circle	2	false
random-point-in-non-overlapping-rectangles	Random Point in Non-overlapping Rectangles	2	false
random-flip-matrix	Random Flip Matrix	2	false
random-pick-with-weight	Random Pick with Weight	2	false
profitable-schemes	Profitable Schemes	3	false
nth-magical-number	Nth Magical Number	3	false
stone-game	Stone Game	2	false
middle-of-the-linked-list	Middle of the Linked List	1	false
koko-eating-bananas	Koko Eating Bananas	2	false
walking-robot-simulation	Walking Robot Simulation	1	false
length-of-longest-fibonacci-subsequence	Length of Longest Fibonacci Subsequence	2	false
leaf-similar-trees	Leaf-Similar Trees	1	false
implement-rand10-using-rand7	Implement Rand10() Using Rand7()	2	false
minimum-number-of-refueling-stops	Minimum Number of Refueling Stops	3	false
advantage-shuffle	Advantage Shuffle	2	false
reordered-power-of-2	Reordered Power of 2	2	false
binary-gap	Binary Gap	1	false
transpose-matrix	Transpose Matrix	1	false
prime-palindrome	Prime Palindrome	2	false
smallest-subtree-with-all-the-deepest-nodes	Smallest Subtree with all the Deepest Nodes	2	false
shortest-path-to-get-all-keys	Shortest Path to Get All Keys	3	false
random-pick-with-blacklist	Random Pick with Blacklist	3	false
all-nodes-distance-k-in-binary-tree	All Nodes Distance K in Binary Tree	2	false
shortest-subarray-with-sum-at-least-k	Shortest Subarray with Sum at Least K	3	false
score-after-flipping-matrix	Score After Flipping Matrix	2	false
lemonade-change	Lemonade Change	1	false
buddy-strings	Buddy Strings	1	false
mirror-reflection	Mirror Reflection	2	false
minimum-cost-to-hire-k-workers	Minimum Cost to Hire K Workers	3	false
score-of-parentheses	Score of Parentheses	2	false
exam-room	Exam Room	2	false
k-similar-strings	K-Similar Strings	3	false
car-fleet	Car Fleet	2	false
peak-index-in-a-mountain-array	Peak Index in a Mountain Array	1	false
loud-and-rich	Loud and Rich	2	false
rectangle-area-ii	Rectangle Area II	3	false
maximize-distance-to-closest-person	Maximize Distance to Closest Person	1	false
shifting-letters	Shifting Letters	2	false
shortest-path-visiting-all-nodes	Shortest Path Visiting All Nodes	3	false
hand-of-straights	Hand of Straights	2	false
longest-mountain-in-array	Longest Mountain in Array	2	false
backspace-string-compare	Backspace String Compare	1	false
guess-the-word	Guess the Word	3	false
split-array-into-fibonacci-sequence	Split Array into Fibonacci Sequence	2	false
keys-and-rooms	Keys and Rooms	2	false
magic-squares-in-grid	Magic Squares In Grid	1	false
similar-string-groups	Similar String Groups	3	false
push-dominoes	Push Dominoes	2	false
new-21-game	New 21 Game	2	false
rectangle-overlap	Rectangle Overlap	1	false
robot-room-cleaner	Robot Room Cleaner	3	true
image-overlap	Image Overlap	2	false
sum-of-distances-in-tree	Sum of Distances in Tree	3	false
find-and-replace-in-string	Find And Replace in String	2	false
flipping-an-image	Flipping an Image	1	false
design-circular-queue	Design Circular Queue	2	false
design-circular-deque	Design Circular Deque	2	false
masking-personal-information	Masking Personal Information	2	false
positions-of-large-groups	Positions of Large Groups	1	false
consecutive-numbers-sum	Consecutive Numbers Sum	3	false
count-unique-characters-of-all-substrings-of-a-given-string	Count Unique Characters of All Substrings of a Given String	3	false
making-a-large-island	Making A Large Island	3	false
most-profit-assigning-work	Most Profit Assigning Work	2	false
friends-of-appropriate-ages	Friends Of Appropriate Ages	2	false
goat-latin	Goat Latin	1	false
insert-into-a-sorted-circular-linked-list	Insert into a Sorted Circular Linked List	2	true
binary-trees-with-factors	Binary Trees With Factors	2	false
card-flipping-game	Card Flipping Game	2	false
shortest-distance-to-a-character	Shortest Distance to a Character	1	false
short-encoding-of-words	Short Encoding of Words	2	false
design-linked-list	Design Linked List	2	false
most-common-word	Most Common Word	1	false
race-car	Race Car	3	false
linked-list-components	Linked List Components	2	false
ambiguous-coordinates	Ambiguous Coordinates	2	false
bus-routes	Bus Routes	3	false
binary-tree-pruning	Binary Tree Pruning	2	false
largest-sum-of-averages	Largest Sum of Averages	2	false
largest-triangle-area	Largest Triangle Area	1	false
subdomain-visit-count	Subdomain Visit Count	1	false
chalkboard-xor-game	Chalkboard XOR Game	3	false
expressive-words	Expressive Words	2	false
soup-servings	Soup Servings	2	false
max-increase-to-keep-city-skyline	Max Increase to Keep City Skyline	2	false
number-of-lines-to-write-string	Number of Lines To Write String	1	false
split-array-with-same-average	Split Array With Same Average	3	false
unique-morse-code-words	Unique Morse Code Words	1	false
bricks-falling-when-hit	Bricks Falling When Hit	3	false
find-eventual-safe-states	Find Eventual Safe States	2	false
minimum-swaps-to-make-sequences-increasing	Minimum Swaps To Make Sequences Increasing	2	false
similar-rgb-color	Similar RGB Color	1	true
design-hashmap	Design HashMap	1	false
design-hashset	Design HashSet	1	false
champagne-tower	Champagne Tower	2	false
smallest-rotation-with-highest-score	Smallest Rotation with Highest Score	3	false
all-paths-from-source-to-target	All Paths From Source to Target	2	false
rotate-string	Rotate String	1	false
number-of-subarrays-with-bounded-maximum	Number of Subarrays with Bounded Maximum	2	false
valid-tic-tac-toe-state	Valid Tic-Tac-Toe State	2	false
preimage-size-of-factorial-zeroes-function	Preimage Size of Factorial Zeroes Function	3	false
number-of-matching-subsequences	Number of Matching Subsequences	2	false
custom-sort-string	Custom Sort String	2	false
domino-and-tromino-tiling	Domino and Tromino Tiling	2	false
escape-the-ghosts	Escape The Ghosts	2	false
rotated-digits	Rotated Digits	1	false
cheapest-flights-within-k-stops	Cheapest Flights Within K Stops	2	false
k-th-smallest-prime-fraction	K-th Smallest Prime Fraction	3	false
is-graph-bipartite	Is Graph Bipartite?	2	false
letter-case-permutation	Letter Case Permutation	2	false
minimum-distance-between-bst-nodes	Minimum Distance Between BST Nodes	1	false
transform-to-chessboard	Transform to Chessboard	3	false
rabbits-in-forest	Rabbits in Forest	2	false
reaching-points	Reaching Points	3	false
k-th-symbol-in-grammar	K-th Symbol in Grammar	2	false
swim-in-rising-water	Swim in Rising Water	3	false
swap-adjacent-in-lr-string	Swap Adjacent in LR String	2	false
binary-search	Binary Search	1	false
split-bst	Split BST	2	true
global-and-local-inversions	Global and Local Inversions	2	false
kth-largest-element-in-a-stream	Kth Largest Element in a Stream	1	false
minimize-max-distance-to-gas-station	Minimize Max Distance to Gas Station	3	true
sliding-puzzle	Sliding Puzzle	3	false
search-in-a-sorted-array-of-unknown-size	Search in a Sorted Array of Unknown Size	2	true
basic-calculator-iii	Basic Calculator III	3	true
insert-into-a-binary-search-tree	Insert into a Binary Search Tree	2	false
search-in-a-binary-search-tree	Search in a Binary Search Tree	1	false
jewels-and-stones	Jewels and Stones	1	false
basic-calculator-iv	Basic Calculator IV	3	false
max-chunks-to-make-sorted	Max Chunks To Make Sorted	2	false
max-chunks-to-make-sorted-ii	Max Chunks To Make Sorted II	3	false
reorganize-string	Reorganize String	2	false
toeplitz-matrix	Toeplitz Matrix	1	false
n-ary-tree-postorder-traversal	N-ary Tree Postorder Traversal	1	false
n-ary-tree-preorder-traversal	N-ary Tree Preorder Traversal	1	false
maximum-depth-of-n-ary-tree	Maximum Depth of N-ary Tree	1	false
logical-or-of-two-binary-grids-represented-as-quad-trees	Logical OR of Two Binary Grids Represented as Quad-Trees	2	false
construct-quad-tree	Construct Quad Tree	2	false
encode-n-ary-tree-to-binary-tree	Encode N-ary Tree to Binary Tree	3	true
couples-holding-hands	Couples Holding Hands	3	false
largest-plus-sign	Largest Plus Sign	2	false
partition-labels	Partition Labels	2	false
prime-number-of-set-bits-in-binary-representation	Prime Number of Set Bits in Binary Representation	1	false
flatten-a-multilevel-doubly-linked-list	Flatten a Multilevel Doubly Linked List	2	false
serialize-and-deserialize-n-ary-tree	Serialize and Deserialize N-ary Tree	3	true
n-ary-tree-level-order-traversal	N-ary Tree Level Order Traversal	2	false
special-binary-string	Special Binary String	3	false
find-anagram-mappings	Find Anagram Mappings	1	true
employee-free-time	Employee Free Time	3	true
bold-words-in-string	Bold Words in String	1	true
set-intersection-size-at-least-two	Set Intersection Size At Least Two	3	false
convert-binary-search-tree-to-sorted-doubly-linked-list	Convert Binary Search Tree to Sorted Doubly Linked List	2	true
pyramid-transition-matrix	Pyramid Transition Matrix	2	false
pour-water	Pour Water	2	true
reach-a-number	Reach a Number	2	false
cracking-the-safe	Cracking the Safe	3	false
open-the-lock	Open the Lock	2	false
ip-to-cidr	IP to CIDR	2	true
number-of-corner-rectangles	Number Of Corner Rectangles	2	true
contain-virus	Contain Virus	3	false
shortest-completing-word	Shortest Completing Word	1	false
largest-number-at-least-twice-of-others	Largest Number At Least Twice of Others	1	false
min-cost-climbing-stairs	Min Cost Climbing Stairs	1	false
prefix-and-suffix-search	Prefix and Suffix Search	3	false
find-smallest-letter-greater-than-target	Find Smallest Letter Greater Than Target	1	false
network-delay-time	Network Delay Time	2	false
closest-leaf-in-a-binary-tree	Closest Leaf in a Binary Tree	2	true
to-lower-case	To Lower Case	1	false
cherry-pickup	Cherry Pickup	3	false
delete-and-earn	Delete and Earn	2	false
daily-temperatures	Daily Temperatures	2	false
monotone-increasing-digits	Monotone Increasing Digits	2	false
sentence-similarity-ii	Sentence Similarity II	2	true
parse-lisp-expression	Parse Lisp Expression	3	false
asteroid-collision	Asteroid Collision	2	false
sentence-similarity	Sentence Similarity	1	true
flood-fill	Flood Fill	1	false
my-calendar-iii	My Calendar III	3	false
my-calendar-ii	My Calendar II	2	false
count-different-palindromic-subsequences	Count Different Palindromic Subsequences	3	false
my-calendar-i	My Calendar I	2	false
self-dividing-numbers	Self Dividing Numbers	1	false
minimum-window-subsequence	Minimum Window Subsequence	3	true
number-of-atoms	Number of Atoms	3	false
split-linked-list-in-parts	Split Linked List in Parts	2	false
find-pivot-index	Find Pivot Index	1	false
candy-crush	Candy Crush	2	true
remove-comments	Remove Comments	2	false
accounts-merge	Accounts Merge	2	false
longest-word-in-dictionary	Longest Word in Dictionary	1	false
find-k-th-smallest-pair-distance	Find K-th Smallest Pair Distance	3	false
maximum-length-of-repeated-subarray	Maximum Length of Repeated Subarray	2	false
1-bit-and-2-bit-characters	1-bit and 2-bit Characters	1	false
max-stack	Max Stack	1	true
range-module	Range Module	3	false
best-time-to-buy-and-sell-stock-with-transaction-fee	Best Time to Buy and Sell Stock with Transaction Fee	2	false
subarray-product-less-than-k	Subarray Product Less Than K	2	false
minimum-ascii-delete-sum-for-two-strings	Minimum ASCII Delete Sum for Two Strings	2	false
number-of-distinct-islands-ii	Number of Distinct Islands II	3	true
falling-squares	Falling Squares	3	false
partition-to-k-equal-sum-subsets	Partition to K Equal Sum Subsets	2	false
degree-of-an-array	Degree of an Array	1	false
count-binary-substrings	Count Binary Substrings	1	false
max-area-of-island	Max Area of Island	2	false
number-of-distinct-islands	Number of Distinct Islands	2	true
binary-number-with-alternating-bits	Binary Number with Alternating Bits	1	false
top-k-frequent-words	Top K Frequent Words	2	false
stickers-to-spell-word	Stickers to Spell Word	3	false
employee-importance	Employee Importance	1	false
maximum-sum-of-3-non-overlapping-subarrays	Maximum Sum of 3 Non-Overlapping Subarrays	3	false
knight-probability-in-chessboard	Knight Probability in Chessboard	2	false
longest-univalue-path	Longest Univalue Path	1	false
repeated-string-match	Repeated String Match	1	false
redundant-connection-ii	Redundant Connection II	3	false
redundant-connection	Redundant Connection	2	false
k-empty-slots	K Empty Slots	3	true
baseball-game	Baseball Game	1	false
next-closest-time	Next Closest Time	2	true
valid-palindrome-ii	Valid Palindrome II	1	false
24-game	24 Game	3	false
valid-parenthesis-string	Valid Parenthesis String	2	false
map-sum-pairs	Map Sum Pairs	2	false
implement-magic-dictionary	Implement Magic Dictionary	2	false
cut-off-trees-for-golf-event	Cut Off Trees for Golf Event	3	false
longest-continuous-increasing-subsequence	Longest Continuous Increasing Subsequence	1	false
number-of-longest-increasing-subsequence	Number of Longest Increasing Subsequence	2	false
bulb-switcher-ii	Bulb Switcher II	2	false
second-minimum-node-in-a-binary-tree	Second Minimum Node In a Binary Tree	1	false
maximum-swap	Maximum Swap	2	false
trim-a-binary-search-tree	Trim a Binary Search Tree	1	false
kth-smallest-number-in-multiplication-table	Kth Smallest Number in Multiplication Table	3	false
beautiful-arrangement-ii	Beautiful Arrangement II	2	false
path-sum-iv	Path Sum IV	2	true
non-decreasing-array	Non-decreasing Array	1	false
strange-printer	Strange Printer	3	false
equal-tree-partition	Equal Tree Partition	2	true
maximum-width-of-binary-tree	Maximum Width of Binary Tree	2	false
image-smoother	Image Smoother	1	false
remove-9	Remove 9	3	true
split-array-into-consecutive-subsequences	Split Array into Consecutive Subsequences	2	false
find-k-closest-elements	Find K Closest Elements	2	false
robot-return-to-origin	Robot Return to Origin	1	false
coin-path	Coin Path	3	true
print-binary-tree	Print Binary Tree	2	false
maximum-binary-tree	Maximum Binary Tree	2	false
two-sum-iv-input-is-a-bst	Two Sum IV - Input is a BST	1	false
find-duplicate-subtrees	Find Duplicate Subtrees	2	false
4-keys-keyboard	4 Keys Keyboard	2	true
2-keys-keyboard	2 Keys Keyboard	2	false
dota2-senate	Dota2 Senate	2	false
replace-words	Replace Words	2	false
palindromic-substrings	Palindromic Substrings	2	false
maximum-length-of-pair-chain	Maximum Length of Pair Chain	2	false
set-mismatch	Set Mismatch	1	false
maximum-average-subarray-ii	Maximum Average Subarray II	3	true
maximum-average-subarray-i	Maximum Average Subarray I	1	false
design-search-autocomplete-system	Design Search Autocomplete System	3	true
solve-the-equation	Solve the Equation	2	false
decode-ways-ii	Decode Ways II	3	false
shopping-offers	Shopping Offers	2	false
average-of-levels-in-binary-tree	Average of Levels in Binary Tree	1	false
exclusive-time-of-functions	Exclusive Time of Functions	2	false
design-log-storage-system	Design Log Storage System	2	true
find-the-derangement-of-an-array	Find the Derangement of An Array	2	true
sum-of-square-numbers	Sum of Square Numbers	1	false
smallest-range-covering-elements-from-k-lists	Smallest Range Covering Elements from K Lists	3	false
design-excel-sum-formula	Design Excel Sum Formula	3	true
course-schedule-iii	Course Schedule III	3	false
k-inverse-pairs-array	K Inverse Pairs Array	3	false
maximum-product-of-three-numbers	Maximum Product of Three Numbers	1	false
minimum-factorization	Minimum Factorization	2	true
maximum-distance-in-arrays	Maximum Distance in Arrays	1	true
add-one-row-to-tree	Add One Row to Tree	2	false
task-scheduler	Task Scheduler	2	false
merge-two-binary-trees	Merge Two Binary Trees	1	false
add-bold-tag-in-string	Add Bold Tag in String	2	true
valid-triangle-number	Valid Triangle Number	2	false
find-duplicate-file-in-system	Find Duplicate File in System	2	false
construct-string-from-binary-tree	Construct String from Binary Tree	1	false
can-place-flowers	Can Place Flowers	1	false
design-compressed-string-iterator	Design Compressed String Iterator	1	true
non-negative-integers-without-consecutive-ones	Non-negative Integers without Consecutive Ones	3	false
minimum-index-sum-of-two-lists	Minimum Index Sum of Two Lists	1	false
range-addition-ii	Range Addition II	1	false
longest-harmonious-subsequence	Longest Harmonious Subsequence	1	false
valid-square	Valid Square	2	false
fraction-addition-and-subtraction	Fraction Addition and Subtraction	2	false
tag-validator	Tag Validator	3	false
design-in-memory-file-system	Design In-Memory File System	3	true
erect-the-fence	Erect the Fence	3	false
delete-operation-for-two-strings	Delete Operation for Two Strings	2	false
kill-process	Kill Process	2	true
shortest-unsorted-continuous-subarray	Shortest Unsorted Continuous Subarray	1	false
out-of-boundary-paths	Out of Boundary Paths	2	false
distribute-candies	Distribute Candies	1	false
squirrel-simulation	Squirrel Simulation	2	true
subtree-of-another-tree	Subtree of Another Tree	1	false
maximum-vacation-days	Maximum Vacation Days	3	true
permutation-in-string	Permutation in String	2	false
reshape-the-matrix	Reshape the Matrix	1	false
array-nesting	Array Nesting	2	false
find-the-closest-palindrome	Find the Closest Palindrome	3	false
binary-tree-tilt	Binary Tree Tilt	1	false
longest-line-of-consecutive-one-in-matrix	Longest Line of Consecutive One in Matrix	2	true
array-partition-i	Array Partition I	1	false
subarray-sum-equals-k	Subarray Sum Equals K	2	false
reverse-words-in-a-string-iii	Reverse Words in a String III	1	false
next-greater-element-iii	Next Greater Element III	2	false
split-concatenated-strings	Split Concatenated Strings	2	true
brick-wall	Brick Wall	2	false
optimal-division	Optimal Division	2	false
student-attendance-record-ii	Student Attendance Record II	3	false
student-attendance-record-i	Student Attendance Record I	1	false
binary-tree-longest-consecutive-sequence-ii	Binary Tree Longest Consecutive Sequence II	2	true
split-array-with-equal-sum	Split Array with Equal Sum	2	true
friend-circles	Friend Circles	2	false
remove-boxes	Remove Boxes	3	false
boundary-of-binary-tree	Boundary of Binary Tree	2	true
output-contest-matches	Output Contest Matches	2	true
diameter-of-binary-tree	Diameter of Binary Tree	1	false
01-matrix	01 Matrix	2	false
reverse-string-ii	Reverse String II	1	false
single-element-in-a-sorted-array	Single Element in a Sorted Array	2	false
minimum-time-difference	Minimum Time Difference	2	false
convert-bst-to-greater-tree	Convert BST to Greater Tree	1	false
complex-number-multiplication	Complex Number Multiplication	2	false
construct-binary-tree-from-string	Construct Binary Tree from String	2	true
encode-and-decode-tinyurl	Encode and Decode TinyURL	2	false
lonely-pixel-ii	Lonely Pixel II	2	true
k-diff-pairs-in-an-array	K-diff Pairs in an Array	1	false
lonely-pixel-i	Lonely Pixel I	2	true
minimum-absolute-difference-in-bst	Minimum Absolute Difference in BST	1	false
minesweeper	Minesweeper	2	false
word-abbreviation	Word Abbreviation	3	true
beautiful-arrangement	Beautiful Arrangement	2	false
contiguous-array	Contiguous Array	2	false
longest-word-in-dictionary-through-deleting	Longest Word in Dictionary through Deleting	2	false
continuous-subarray-sum	Continuous Subarray Sum	2	false
longest-uncommon-subsequence-ii	Longest Uncommon Subsequence II	2	false
longest-uncommon-subsequence-i	Longest Uncommon Subsequence I 	1	false
detect-capital	Detect Capital	1	false
coin-change-2	Coin Change 2	2	false
super-washing-machines	Super Washing Machines	3	false
longest-palindromic-subsequence	Longest Palindromic Subsequence	2	false
find-largest-value-in-each-tree-row	Find Largest Value in Each Tree Row	2	false
freedom-trail	Freedom Trail	3	false
find-bottom-left-tree-value	Find Bottom Left Tree Value	2	false
all-paths-from-source-lead-to-destination	All Paths from Source Lead to Destination	2	true
inorder-successor-in-bst-ii	Inorder Successor in BST II	2	true
most-frequent-subtree-sum	Most Frequent Subtree Sum	2	false
perfect-number	Perfect Number	1	false
relative-ranks	Relative Ranks	1	false
the-maze-ii	The Maze II	2	true
base-7	Base 7	1	false
next-greater-element-ii	Next Greater Element II	2	false
ipo	IPO	3	false
find-mode-in-binary-search-tree	Find Mode in Binary Search Tree	1	false
keyboard-row	Keyboard Row	1	false
the-maze-iii	The Maze III	3	true
